ano,codigo_da_ies,nome_da_ies,sigla_da_ies,organizacao_academica,categoria_administrativa,sigla_da_uf,no_de_cursos_com_cpc_no_trienio,alfa_(proporcao_de_graduacao),conceito_medio_de_graduacao,beta_(proporcao_de_mestrado_equivalente),conceito_medio_de_mestrado,gama_(proporcao_de_doutorandos_-_equivalente),conceito_medio_do_doutorado,igc_(continuo),igc_(faixa),(observacao),entidade_beneficiente_de_assistencia_social_(cebas)
2022,2389,FACULDADE DE FILOSOFIA E TEOLOGIA PAULO VI,FFTP,Faculdade,Privada sem fins lucrativos,SP,1,1.0,3.1307,0.0,0.0,0.0,0.0,3.1307,4,1,-
2022,2397,FACULDADE FUCAPE,FUCAPE,Faculdade,Privada com fins lucrativos,ES,3,0.2759,4.0873,0.4759,4.7837,0.2483,5.0,4.6453,5,1,-
2022,2402,Centro Universitário UNIFTC,FTC CENTRO,Centro Universitário,Privada com fins lucrativos,BA,7,1.0,3.1108,0.0,0.0,0.0,0.0,3.1108,4,1,-
2022,2408,FACULDADE ESAMC SANTOS,ESAMC,Faculdade,Privada com fins lucrativos,SP,18,1.0,2.2371,0.0,0.0,0.0,0.0,2.2371,3,1,-
2022,2409,CENTRO UNIVERSITÁRIO TABOSA DE ALMEIDA,ASCES-UNITA,Centro Universitário,Privada sem fins lucrativos,PE,17,1.0,3.007962104,,,,,3.007962104,4,2,X
2022,2410,FACULDADE CEARENSE,FAC,Faculdade,Privada sem fins lucrativos,CE,8,1.0,2.0313,0.0,0.0,0.0,0.0,2.0313,3,1,-
2022,2413,FACULDADE DE ENSINO SUPERIOR DE FLORIANO,FAESF,Faculdade,Privada com fins lucrativos,PI,9,1.0,2.5534,0.0,0.0,0.0,0.0,2.5534,3,1,-
2022,2420,FACULDADE PARANAENSE,FAPAR,Faculdade,Privada com fins lucrativos,PR,7,1.0,2.323237029,,,,,2.323237029,3,2,-
2022,2423,FACULDADE DE CIÊNCIA E TECNOLOGIA DE MONTES CLAROS,FACIT,Faculdade,Privada sem fins lucrativos,MG,7,1.0,2.2273,0.0,0.0,0.0,0.0,2.2273,3,1,-
2022,2426,Centro Universitário Fibra,FIBRA,Centro Universitário,Privada com fins lucrativos,PA,7,1.0,3.054,0.0,0.0,0.0,0.0,3.054,4,1,-
2022,2427,FACULDADE LUSÓFONA DA BAHIA,UNICENID,Faculdade,Privada com fins lucrativos,BA,0,,0.0,0.0,0.0,0.0,0.0,,SC,2,-
2022,2428,FACULDADE DE CIÊNCIAS E TECNOLOGIAS DE CAMPOS GERAIS,FACICA,Faculdade,Privada com fins lucrativos,MG,4,1.0,2.6638,0.0,0.0,0.0,0.0,2.6638,3,1,-
2022,2437,FACULDADE ANHANGUERA DE TEIXEIRA DE FREITAS,PIT TEIXEIRA,Faculdade,Privada com fins lucrativos,BA,14,1.0,2.1934,0.0,0.0,0.0,0.0,2.1934,3,1,-
2022,2440,FACULDADE CIDADE DE JOÃO PINHEIRO,FCJP,Faculdade,Privada sem fins lucrativos,MG,3,1.0,2.1854,0.0,0.0,0.0,0.0,2.1854,3,1,-
2022,2442,FACULDADE DE CIÊNCIAS BIOMÉDICAS DO ESPÍRITO SANTO,PIO XII - BIO,Faculdade,Privada sem fins lucrativos,ES,1,1.0,2.2815,0.0,0.0,0.0,0.0,2.2815,3,1,-
2022,2443,FACULDADE FUNORTE DE JANAÚBA,0,Faculdade,Privada com fins lucrativos,MG,3,1.0,3.2777,0.0,0.0,0.0,0.0,3.2777,4,1,-
2022,2444,Faculdade Unirb - Barreiras,0,Faculdade,Privada sem fins lucrativos,BA,2,1.0,2.043204047,,,,,2.043204047,3,2,-
2022,2450,FACULDADE PROMOVE DE BELO HORIZONTE,PROMOVE,Faculdade,Privada com fins lucrativos,MG,4,1.0,2.9625,0.0,0.0,0.0,0.0,2.9625,4,1,-
2022,2459,FACULDADE DE ESTUDOS AVANÇADOS DO PARÁ,FEAPA,Faculdade,Privada com fins lucrativos,PA,2,1.0,2.5414,0.0,0.0,0.0,0.0,2.5414,3,1,-
2022,2460,FACULDADE ESTÁCIO DE NATAL,ESTÁCIO DE NATAL,Faculdade,Privada com fins lucrativos,RN,4,1.0,2.3972,0.0,0.0,0.0,0.0,2.3972,3,1,-
2022,2462,FACULDADE SÃO LUÍS,FSL,Faculdade,Privada sem fins lucrativos,SC,2,1.0,3.1448,0.0,0.0,0.0,0.0,3.1448,4,1,X
2022,2465,FACULDADE IBMEC SÃO PAULO,IBMEC SP,Faculdade,Privada com fins lucrativos,SP,4,1.0,3.4931,0.0,0.0,0.0,0.0,3.4931,4,1,-
2022,2466,FACUDADE IEDUCARE - FIED,FIED,Faculdade,Privada sem fins lucrativos,CE,7,1.0,2.8117,0.0,0.0,0.0,0.0,2.8117,3,1,-
2022,2468,INSTITUTO TEOLÓGICO FRANCISCANO,ITF,Faculdade,Privada sem fins lucrativos,RJ,1,1.0,3.4927,0.0,0.0,0.0,0.0,3.4927,4,1,X
2022,2469,INSTITUTO MACAPAENSE DE ENSINO SUPERIOR,IMMES,Faculdade,Privada com fins lucrativos,AP,6,1.0,1.383352136,,,,,1.383352136,2,2,-
2022,2470,INSTITUTO SALVADOR DE ENSINO E CULTURA,ISEC,Faculdade,Privada com fins lucrativos,BA,2,1.0,2.8766,0.0,0.0,0.0,0.0,2.8766,3,1,-
2022,2474,CENTRO UNIVERSITÁRIO MARIA MILZA,FAMAM,Centro Universitário,Privada com fins lucrativos,BA,13,0.9736,3.4559,0.0264,4.0,0.0,0.0,3.4703,4,1,-
2022,2475,FACULDADE DOM LUCIANO MENDES,FDLM,Faculdade,Privada sem fins lucrativos,MG,1,1.0,3.4601,0.0,0.0,0.0,0.0,3.4601,4,1,-
2022,2477,FACULDADE DE ADMINISTRAÇÃO DE MARIANA,FAMA,Faculdade,Privada sem fins lucrativos,MG,2,1.0,1.7649,0.0,0.0,0.0,0.0,1.7649,2,1,-
2022,2478,FACULDADE DE INTEGRAÇÃO DO ENSINO SUPERIOR DO CONE SUL,FISUL,Faculdade,Privada com fins lucrativos,RS,5,1.0,2.8554,0.0,0.0,0.0,0.0,2.8554,3,1,-
2022,2484,Centro Universitário Processus,PFD,Centro Universitário,Privada sem fins lucrativos,DF,6,1.0,2.6598,0.0,0.0,0.0,0.0,2.6598,3,1,-
2022,2485,FACULDADE CATÓLICA DE FORTALEZA,FCF,Faculdade,Privada sem fins lucrativos,CE,2,1.0,2.4305,0.0,0.0,0.0,0.0,2.4305,3,1,-
2022,2494,Centro Universitário FUNVIC,0,Centro Universitário,Privada sem fins lucrativos,SP,12,1.0,2.4671,0.0,0.0,0.0,0.0,2.4671,3,1,-
2022,2497,CENTRO UNIVERSITÁRIO ATENEU,0,Centro Universitário,Privada com fins lucrativos,CE,38,1.0,2.8581,0.0,0.0,0.0,0.0,2.8581,3,1,-
2022,2501,CENTRO UNIVERSITÁRIO ESTÁCIO DE GOIÁS,FESGO,Centro Universitário,Privada com fins lucrativos,GO,12,1.0,2.6205,0.0,0.0,0.0,0.0,2.6205,3,1,-
2022,2511,FACULDADE DE DIREITO ANHANGUERA UNIDADE GUARAPARI,FADIG,Faculdade,Privada com fins lucrativos,ES,1,1.0,2.9289,0.0,0.0,0.0,0.0,2.9289,3,1,-
2022,2513,Faculdade Positivo Londrina,FPL,Faculdade,Privada com fins lucrativos,PR,2,1.0,2.6786,0.0,0.0,0.0,0.0,2.6786,3,1,-
2022,2514,Faculdade de Ciências Educacionais do Rio Grande do Norte,FACERN,Faculdade,Privada sem fins lucrativos,RN,1,1.0,1.938,0.0,0.0,0.0,0.0,1.938,2,1,-
2022,2532,FACULDADE DO SUDESTE GOIANO,FASUG,Faculdade,Privada com fins lucrativos,GO,2,1.0,2.918119057,,,,,2.918119057,3,2,-
2022,2536,Instituto de Educação e Inovação,FARES,Faculdade,Privada com fins lucrativos,RR,3,1.0,1.6474,0.0,0.0,0.0,0.0,1.6474,2,1,-
2022,2537,Faculdade Multivix Cariacica,FSG,Faculdade,Privada com fins lucrativos,ES,5,1.0,3.6293,0.0,0.0,0.0,0.0,3.6293,4,1,-
2022,2538,FACULDADE VENDA NOVA DO IMIGRANTE,FAVENI,Faculdade,Privada com fins lucrativos,ES,3,1.0,2.891,0.0,0.0,0.0,0.0,2.891,3,1,-
2022,2539,FACULDADE EVANGÉLICA DO MEIO NORTE,FAEME,Faculdade,Privada sem fins lucrativos,MA,1,1.0,2.3883,0.0,0.0,0.0,0.0,2.3883,3,1,-
2022,2548,"FACULDADE DE TEOLOGIA, FILOSOFIA E CIÊNCIAS HUMANAS GAMALIEL",FATEFIG,Faculdade,Privada com fins lucrativos,PA,3,1.0,2.271906912,,,,,2.271906912,3,2,-
2022,2554,FACULDADE DE EDUCAÇÃO SANTA TEREZINHA,FEST,Faculdade,Privada com fins lucrativos,MA,3,1.0,2.2045,0.0,0.0,0.0,0.0,2.2045,3,1,-
2022,2556,FIAM-FAAM - CENTRO UNIVERSITÁRIO,UNIFIAM-FAAM,Centro Universitário,Privada sem fins lucrativos,SP,9,1.0,2.7178,0.0,0.0,0.0,0.0,2.7178,3,1,-
2022,2560,FACULDADE DE ENSINO SUPERIOR DA CIDADE DE FEIRA DE SANTANA,FAESF/UNEF,Faculdade,Privada com fins lucrativos,BA,14,1.0,3.2767,0.0,0.0,0.0,0.0,3.2767,4,1,-
2022,2564,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE,UFCG,Universidade,Pública Federal,PB,58,0.723,3.0173,0.1438,4.3808,0.1332,4.7348,3.4421,4,1,-
2022,2565,ABEU - CENTRO UNIVERSITÁRIO,UNIABEU,Centro Universitário,Privada sem fins lucrativos,RJ,8,1.0,2.2608,0.0,0.0,0.0,0.0,2.2608,3,1,X
2022,2566,INSTITUTO DE ENSINO SUPERIOR DE OLINDA,IESO,Faculdade,Privada com fins lucrativos,PE,4,1.0,2.3974,0.0,0.0,0.0,0.0,2.3974,3,1,-
2022,2568,FACULDADE ZACARIAS DE GÓES,FAZAG,Faculdade,Privada sem fins lucrativos,BA,7,1.0,2.2971,0.0,0.0,0.0,0.0,2.2971,3,1,-
2022,2569,FACULDADE DE TECNOLOGIA FAESA,CET-FAESA,Faculdade,Privada com fins lucrativos,ES,4,1.0,2.9123,0.0,0.0,0.0,0.0,2.9123,3,1,-
2022,2571,CENTRO UNIVERSITÁRIO REDENTOR,FACREDENTOR,Centro Universitário,Privada com fins lucrativos,RJ,16,1.0,3.119489937,,,,,3.119489937,4,2,-
2022,2572,"FACULDADE REGIONAL DE FILOSOFIA, CIÊNCIAS E LETRAS DE CANDEIAS",FAC,Faculdade,Privada com fins lucrativos,BA,1,1.0,0.5849,0.0,0.0,0.0,0.0,0.5849,1,1,-
2022,2573,FACULDADE TEOLÓGICA SUL AMERICANA,FTSA,Faculdade,Privada sem fins lucrativos,PR,2,1.0,3.2363,0.0,0.0,0.0,0.0,3.2363,4,1,-
2022,2576,FACULDADE ANHANGUERA UNIDADE GUARAPARI,FIPAG,Faculdade,Privada com fins lucrativos,ES,10,1.0,2.7852,0.0,0.0,0.0,0.0,2.7852,3,1,-
2022,2579,CENTRO UNIVERSITÁRIO ATENAS,UniAtenas,Centro Universitário,Privada com fins lucrativos,MG,12,1.0,3.1277,0.0,0.0,0.0,0.0,3.1277,4,1,-
2022,2581,FACULDADE SÃO SALVADOR,FSS,Faculdade,Privada com fins lucrativos,BA,3,1.0,1.6402,0.0,0.0,0.0,0.0,1.6402,2,1,-
2022,2582,FACULDADE DE ENSINO SUPERIOR DO CENTRO DO PARANÁ,UCP,Faculdade,Privada sem fins lucrativos,PR,5,1.0,3.032874852,,,,,3.032874852,4,2,-
2022,2591,EPGE Escola Brasileira de Economia e Finanças,EBEF,Faculdade,Privada sem fins lucrativos,RJ,1,0.209710744,4.932111047,0.542355372,5.0,0.247933884,5.0,4.985762957,5,2,-
2022,2593,CENTRO UNIVERSITÁRIO MAURÍCIO DE NASSAU DE JUAZEIRO DO NORTE,FJN,Centro Universitário,Privada com fins lucrativos,CE,8,1.0,2.68945789,,,,,2.68945789,3,2,-
2022,2613,Centro Universitário Estácio Meta de Rio Branco Estácio,0,Centro Universitário,Privada com fins lucrativos,AC,12,1.0,2.3921,0.0,0.0,0.0,0.0,2.3921,3,1,-
2022,2616,FACULDADE SANTO ANTÔNIO DE PÁDUA,FASAP,Faculdade,Privada com fins lucrativos,RJ,4,1.0,2.2929,0.0,0.0,0.0,0.0,2.2929,3,1,-
2022,2617,FACULDADE SÃO BENTO DO RIO DE JANEIRO,FSB/RJ,Faculdade,Privada sem fins lucrativos,RJ,2,1.0,2.4544,0.0,0.0,0.0,0.0,2.4544,3,1,-
2022,2620,FACULDADE DE AMPÉRE,FAMPER,Faculdade,Privada com fins lucrativos,PR,8,1.0,2.0413,0.0,0.0,0.0,0.0,2.0413,3,1,-
2022,2624,FACULDADE DO LITORAL PARANAENSE,FLP,Faculdade,Privada com fins lucrativos,PR,3,1.0,2.1855,0.0,0.0,0.0,0.0,2.1855,3,1,-
2022,2625,CENTRO UNIVERSITÁRIO UFBRA,IBTA,Centro Universitário,Privada com fins lucrativos,SP,5,1.0,2.6195,0.0,0.0,0.0,0.0,2.6195,3,1,-
2022,2629,AJES - FACULDADE DO VALE DO JURUENA,AJES,Faculdade,Privada sem fins lucrativos,MT,4,1.0,2.5009,0.0,0.0,0.0,0.0,2.5009,3,1,-
2022,2632,FACULDADES INTEGRADAS DO EXTREMO SUL DA BAHIA,UNESULBAHIA,Faculdade,Privada sem fins lucrativos,BA,5,1.0,2.8153,0.0,0.0,0.0,0.0,2.8153,3,1,-
2022,2636,FACULDADE DINÂMICA DO VALE DO PIRANGA,FADIP,Faculdade,Privada com fins lucrativos,MG,6,0.967611336,3.141688382,0.032388664,4.0,,,3.169487949,4,2,-
2022,2642,FACULDADE SÃO VICENTE,FASVIPA,Faculdade,Privada sem fins lucrativos,AL,1,1.0,1.8156,0.0,0.0,0.0,0.0,1.8156,2,1,-
2022,2647,FACULDADE INTEGRADA DE SANTA MARIA,FISMA,Faculdade,Privada com fins lucrativos,RS,3,1.0,2.454027287,,,,,2.454027287,3,2,-
2022,2652,FACULDADE UNIDA DE VITÓRIA,FACULDADE UNIDA,Faculdade,Privada sem fins lucrativos,ES,2,0.354058722,3.193481152,0.552677029,4.5,0.093264249,4.5,4.037415606,5,2,-
2022,2676,FACULDADE LA SALLE,0,Faculdade,Privada sem fins lucrativos,AM,8,1.0,2.886565926,,,,,2.886565926,3,2,X
2022,2687,FACULDADE DOM ALBERTO,FDA,Faculdade,Privada com fins lucrativos,RS,5,1.0,2.597084519,,,,,2.597084519,3,2,-
2022,2688,FACULDADE INESP - INSTITUTO NACIONAL DE ENSINO E PESQUISA,INESP,Faculdade,Privada com fins lucrativos,SP,1,1.0,3.6298,0.0,0.0,0.0,0.0,3.6298,4,1,-
2022,2702,FACULDADE DE CIÊNCIAS JURÍDICAS DE PARAÍSO DO TOCANTINS,FCJP,Faculdade,Privada com fins lucrativos,TO,1,1.0,2.2159,0.0,0.0,0.0,0.0,2.2159,3,1,-
2022,2703,FACULDADE SENAC MINAS,FSM,Faculdade,Privada sem fins lucrativos,MG,2,1.0,2.926018836,,,,,2.926018836,3,2,-
2022,2723,FACULDADE CATÓLICA IMACULADA CONCEIÇÃO DO RECIFE,UBEC,Faculdade,Privada sem fins lucrativos,PE,4,1.0,2.7659,0.0,0.0,0.0,0.0,2.7659,3,1,X
2022,2724,INSTITUTO DE ENSINO SUPERIOR DO SUL DO MARANHÃO,IESMA,Faculdade,Privada com fins lucrativos,MA,10,1.0,2.1938,0.0,0.0,0.0,0.0,2.1938,3,1,-
2022,2741,FACULDADE CATÓLICA DOM ORIONE,FACDO,Faculdade,Privada sem fins lucrativos,TO,5,1.0,2.522305915,,,,,2.522305915,3,2,-
2022,2744,INSTITUTO SUPERIOR DE EDUCAÇÃO VERA CRUZ,ISE VERA CRUZ,Faculdade,Privada sem fins lucrativos,SP,1,1.0,2.8129,0.0,0.0,0.0,0.0,2.8129,3,1,-
2022,2745,CENTRO UNIVERSITÁRIO DA AMAZÔNIA,ESAMAZ,Centro Universitário,Privada com fins lucrativos,PA,11,1.0,2.5669,0.0,0.0,0.0,0.0,2.5669,3,1,-
2022,2753,Faculdade de Ciências Educacionais de Capim Grosso,FCG,Faculdade,Privada com fins lucrativos,BA,5,1.0,2.4108,0.0,0.0,0.0,0.0,2.4108,3,1,-
2022,2754,Faculdade Estácio São Paulo de Rondônia,FSP,Faculdade,Privada com fins lucrativos,RO,5,1.0,2.6657,0.0,0.0,0.0,0.0,2.6657,3,1,-
2022,2755,Centro Universitário Uniasselvi de Brusque,FAVIM,Centro Universitário,Privada com fins lucrativos,SC,8,1.0,2.5148,0.0,0.0,0.0,0.0,2.5148,3,1,-
2022,2756,FACULDADE ANHANGUERA DE VALPARAÍSO,0,Faculdade,Privada com fins lucrativos,GO,4,1.0,2.7023,0.0,0.0,0.0,0.0,2.7023,3,1,-
2022,2763,FACULDADE DE CIÊNCIAS GERENCIAIS DE SÃO GOTARDO,CESG,Faculdade,Privada com fins lucrativos,MG,3,1.0,3.2855,0.0,0.0,0.0,0.0,3.2855,4,1,-
2022,2766,FACULDADE EMPRESARIAL DE CHAPECÓ,FAEM,Faculdade,Privada com fins lucrativos,SC,9,1.0,2.2577,0.0,0.0,0.0,0.0,2.2577,3,1,-
2022,2770,Centro Universitário FACUNICAMPS,FACUNICAMPS,Centro Universitário,Privada com fins lucrativos,GO,11,1.0,3.172857339,,,,,3.172857339,4,2,-
2022,2771,CENTRO DE ENSINO SUPERIOR DE ILHÉUS,CESUPI,Faculdade,Privada com fins lucrativos,BA,7,1.0,2.0931,0.0,0.0,0.0,0.0,2.0931,3,1,-
2022,2773,FACULDADE ANHANGUERA DE MACAPÁ,0,Faculdade,Privada com fins lucrativos,AP,14,1.0,2.5449,0.0,0.0,0.0,0.0,2.5449,3,1,-
2022,2774,Centro Universitário UNIFAFIBE,FAFIBE,Centro Universitário,Privada sem fins lucrativos,SP,17,1.0,3.019785786,,,,,3.019785786,4,2,-
2022,2775,Faculdades Integradas Desembargador Sávio Brandão,FAUSB,Faculdade,Privada sem fins lucrativos,MT,3,1.0,1.7618,0.0,0.0,0.0,0.0,1.7618,2,1,-
2022,2779,FACULDADE DE INFORMÁTICA DE OURO PRETO DO OESTE,FIOURO,Faculdade,Privada sem fins lucrativos,RO,6,1.0,1.874502093,,,,,1.874502093,2,2,-
2022,2783,FACULDADE DE TECNOLOGIA DO NORDESTE,FATENE,Faculdade,Privada com fins lucrativos,CE,3,1.0,1.9237,0.0,0.0,0.0,0.0,1.9237,2,1,-
2022,2787,FACULDADES PEQUENO PRÍNCIPE,FPP,Faculdade,Privada sem fins lucrativos,PR,5,0.791082803,2.797460372,0.157961783,4.5,0.050955414,4.5,3.15315018,4,2,-
2022,2796,FACULDADE DE IPORÁ,FAI,Faculdade,Privada com fins lucrativos,GO,8,1.0,2.1369,0.0,0.0,0.0,0.0,2.1369,3,1,-
2022,2799,FANEESP - FACULDADE NACIONAL DE EDUCAÇÃO E ENSINO SUPERIOR DO PARANÁ,FANEESP,Faculdade,Privada com fins lucrativos,PR,3,1.0,2.149501649,,,,,2.149501649,3,2,-
2022,2805,FACULDADE MODELO,FACIMOD,Faculdade,Privada com fins lucrativos,PR,2,1.0,2.2141,0.0,0.0,0.0,0.0,2.2141,3,1,-
2022,2806,FACULDADE EVANGÉLICA DE SÃO PAULO,0,Faculdade,Privada sem fins lucrativos,SP,1,1.0,1.7684,0.0,0.0,0.0,0.0,1.7684,2,1,-
2022,2811,FACULDADE PAULUS DE TECNOLOGIA E COMUNICAÇÃO,FAPCOM,Faculdade,Privada sem fins lucrativos,SP,4,1.0,3.351116074,,,,,3.351116074,4,2,-
2022,2814,FACULDADE SÃO SEBASTIÃO,0,Faculdade,Privada com fins lucrativos,SP,6,1.0,2.1498,0.0,0.0,0.0,0.0,2.1498,3,1,-
2022,2821,Faculdade Meridional RS,0,Faculdade,Privada com fins lucrativos,RS,1,1.0,3.3545,0.0,0.0,0.0,0.0,3.3545,4,1,-
2022,2826,FACULDADE NOSSA SENHORA DE FÁTIMA,FACULDADE FÁTIMA,Faculdade,Privada sem fins lucrativos,RS,3,1.0,2.3835,0.0,0.0,0.0,0.0,2.3835,3,1,-
2022,2831,FACULDADE DOM BOSCO DE GOIOERÊ,DOM BOSCO GOIOER,Faculdade,Privada sem fins lucrativos,PR,2,1.0,2.1735,0.0,0.0,0.0,0.0,2.1735,3,1,-
2022,2835,CENTRO UNIVERSITÁRIO MAURÍCIO DE NASSAU,UNINASSAU,Centro Universitário,Privada com fins lucrativos,PE,58,1.0,2.6991,0.0,0.0,0.0,0.0,2.6991,3,1,-
2022,2843,FACULDADE DE CIÊNCIAS MÉDICAS E DA SAÚDE DE JUIZ DE FORA,FCMS/JF,Faculdade,Privada com fins lucrativos,MG,5,1.0,3.5311,0.0,0.0,0.0,0.0,3.5311,4,1,-
2022,2845,Cesrei Faculdade,FARR,Faculdade,Privada com fins lucrativos,PB,3,1.0,1.5463,0.0,0.0,0.0,0.0,1.5463,2,1,-
2022,2849,ESCOLA SUPERIOR DOM HELDER CÂMARA,ESDHC,Faculdade,Privada sem fins lucrativos,MG,1,0.897460938,3.552292708,0.0546875,4.5,0.047851563,4.5,3.649469725,4,2,X
2022,2855,FACULDADE SÃO FRANCISCO DE ASSIS,UNIFIN,Faculdade,Privada com fins lucrativos,RS,2,1.0,2.0619,0.0,0.0,0.0,0.0,2.0619,3,1,-
2022,2859,FACULDADE DE BELÉM,FABEL,Faculdade,Privada com fins lucrativos,PA,1,1.0,2.8489,0.0,0.0,0.0,0.0,2.8489,3,1,-
2022,2870,FACULDADE SERRA DO CARMO,FASEC,Faculdade,Privada com fins lucrativos,TO,3,1.0,2.659536086,,,,,2.659536086,3,2,-
2022,2879,FACULDADE DE CAIEIRAS,0,Faculdade,Privada sem fins lucrativos,SP,1,1.0,1.884168904,,,,,1.884168904,2,2,-
2022,2885,Faculdade Uninassau Belo Horizonte,VERITAS BH,Faculdade,Privada sem fins lucrativos,MG,2,1.0,3.564315262,,,,,3.564315262,4,2,-
2022,2886,FACULDADE ZUMBI DOS PALMARES,FAZP,Faculdade,Privada sem fins lucrativos,SP,4,1.0,2.2615,0.0,0.0,0.0,0.0,2.2615,3,1,-
2022,2896,Centro Universitário SATC,FASATC,Centro Universitário,Privada sem fins lucrativos,SC,6,0.972577697,2.614960932,0.027422303,4.0,,,2.652941894,3,2,X
2022,2903,FACULDADE CONCÓRDIA,FACC,Faculdade,Privada com fins lucrativos,SC,6,1.0,1.4566,0.0,0.0,0.0,0.0,1.4566,2,1,-
2022,2904,FACULDADE JK - GUARÁ,ESAMC BRASÍLIA,Faculdade,Privada com fins lucrativos,DF,2,1.0,2.2289,0.0,0.0,0.0,0.0,2.2289,3,1,-
2022,2908,CENTRO UNIVERSITÁRIO NATALENSE,FANEC,Centro Universitário,Privada com fins lucrativos,RN,8,1.0,2.4269,0.0,0.0,0.0,0.0,2.4269,3,1,-
2022,2909,FACULDADE DO ESTADO DO MARANHÃO,FACEM,Faculdade,Privada com fins lucrativos,MA,3,1.0,1.6542,0.0,0.0,0.0,0.0,1.6542,2,1,-
2022,2910,FACULDADE VERDE NORTE,FAVENORTE,Faculdade,Privada com fins lucrativos,MG,4,1.0,2.4792,0.0,0.0,0.0,0.0,2.4792,3,1,-
2022,2911,FACULDADE PAN AMAZÔNICA,FAPAN,Faculdade,Privada com fins lucrativos,PA,5,1.0,2.153043575,,,,,2.153043575,3,2,-
2022,2915,FACULDADE CIDADE DE PATOS DE MINAS,FPM,Faculdade,Privada sem fins lucrativos,MG,13,1.0,2.119598122,,,,,2.119598122,3,2,-
2022,2917,FACULDADE BRASIL NORTE,FABRAN,Faculdade,Privada com fins lucrativos,AP,1,1.0,2.1401,0.0,0.0,0.0,0.0,2.1401,3,1,-
2022,2918,FACULDADE DE ENSINO SUPERIOR DA AMAZÔNIA REUNIDA,FESAR,Faculdade,Privada com fins lucrativos,PA,4,1.0,2.0287,0.0,0.0,0.0,0.0,2.0287,3,1,-
2022,2935,Centro Universitário de Talentos Humanos,FACTHUS,Centro Universitário,Privada com fins lucrativos,MG,11,1.0,2.607033614,,,,,2.607033614,3,2,-
2022,2944,FACULDADE ANHANGUERA DE ITABUNA,0,Faculdade,Privada com fins lucrativos,BA,18,1.0,2.37,0.0,0.0,0.0,0.0,2.37,3,1,-
2022,2948,REAL FACULDADE DE BRASÍLIA,FU,Faculdade,Privada com fins lucrativos,DF,1,1.0,2.6248,0.0,0.0,0.0,0.0,2.6248,3,1,-
2022,2949,FACULDADE DO BAIXO PARNAÍBA,FAP,Faculdade,Privada com fins lucrativos,MA,2,1.0,3.1627,0.0,0.0,0.0,0.0,3.1627,4,1,-
2022,2950,Centro Universitário FADERGS,FADERGS,Centro Universitário,Privada com fins lucrativos,RS,43,1.0,2.7322,0.0,0.0,0.0,0.0,2.7322,3,1,-
2022,2961,Faculdade Estácio do Pantanal,FAPAN,Faculdade,Privada com fins lucrativos,MT,6,1.0,2.1634,0.0,0.0,0.0,0.0,2.1634,3,1,-
2022,2964,FACULDADE PROJEÇÃO DO GUARÁ,0,Faculdade,Privada sem fins lucrativos,DF,5,1.0,3.5237,0.0,0.0,0.0,0.0,3.5237,4,1,-
2022,2971,FACULDADE BARRETOS,FB,Faculdade,Privada com fins lucrativos,SP,7,1.0,2.651216162,,,,,2.651216162,3,2,-
2022,2973,FACULDADE ANHANGUERA DE PRIMAVERA DO LESTE,0,Faculdade,Privada com fins lucrativos,MT,15,1.0,2.1268,0.0,0.0,0.0,0.0,2.1268,3,1,-
2022,3008,FACULDADE DO INSTITUTO NACIONAL DE PÓS-GRADUAÇÃO DE SÃO JOSÉ DOS CAMPOS,FACULDADE INPG -,Faculdade,Privada com fins lucrativos,SP,6,1.0,2.4485,0.0,0.0,0.0,0.0,2.4485,3,1,-
2022,3012,FAJOPA - FACULDADE JOÃO PAULO II,FAJOPA,Faculdade,Privada sem fins lucrativos,SP,3,1.0,2.9151,0.0,0.0,0.0,0.0,2.9151,3,1,-
2022,3020,FACULDADE SANTA RITA DE CÁSSIA,IFASC,Faculdade,Privada com fins lucrativos,GO,5,1.0,2.5135,0.0,0.0,0.0,0.0,2.5135,3,1,-
2022,3029,FACULDADE DA AMAZÔNIA,FAAM,Faculdade,Privada com fins lucrativos,PA,5,1.0,2.2825,0.0,0.0,0.0,0.0,2.2825,3,1,-
2022,3034,Faculdade Anhanguera de Salvador,FACDELTA,Faculdade,Privada com fins lucrativos,BA,17,1.0,2.881115358,,,,,2.881115358,3,2,-
2022,3042,CHRISTUS FACULDADE DO PIAUÍ,CHRISFAPI,Faculdade,Privada com fins lucrativos,PI,7,1.0,2.9935,0.0,0.0,0.0,0.0,2.9935,4,1,-
2022,3099,FACULDADE INTERNACIONAL DA PARAÍBA,FPB,Faculdade,Privada com fins lucrativos,PB,25,1.0,2.5016,0.0,0.0,0.0,0.0,2.5016,3,1,-
2022,3146,FACULDADE DE ODONTOLOGIA DO RECIFE,FOR,Faculdade,Privada sem fins lucrativos,PE,1,1.0,2.6814,0.0,0.0,0.0,0.0,2.6814,3,1,-
2022,3149,Faculdade Anhanguera De Divinópolis,FPD,Faculdade,Privada com fins lucrativos,MG,16,1.0,2.803611378,,,,,2.803611378,3,2,-
2022,3151,UNIVERSIDADE COMUNITÁRIA DA REGIÃO DE CHAPECÓ,UNOCHAPECÓ,Universidade,Privada sem fins lucrativos,SC,43,0.880721003,2.777253286,0.082601881,4.626068376,0.036677116,4.785714286,3.003633447,4,2,X
